stations	DIST	bathy	S8	S2	Ssummer	Swinter	T8	T2	Tsummer	Twinter	DO	N	P	S	SeaIce1	SeaIce2	SeaIce3	SeaIce4	SeaIce5	SeaIce6	SeaIce7	SeaIce8	SeaIce9	SeaIce10	SeaIce11	SeaIce12	SeaIceC	SeaIcemonths	ProdJanC	ProdFevC	ProdMarC	ProdAprC	ProdMayC	ProdJunC	ProdJulC	ProdAugC	ProdSepC	ProdOctC	ProdNovC	ProdDecC	ProdWC	ProdSprC	ProdSumC	ProdfallC	PPA0207	gCYC0217
646	1.64791751662	1373	33.05	34.03	33.26	34.4160995483398	24.3166999816894	9.56	23.25	9.1	5.70871114730834	1.22177076339721	0.292941242456436	1.19209885597229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	534	898	1542	1342	1150	843	700	629	817	760	548	648.666666666667	1344.66666666667	724	708.333333333333	355.38	312.592083333333
648	1.61280461555	602	33.45	33.93	33.62	34.3190002441406	24.1025009155273	9.27	22.86	9.13	5.98169136047363	1.4162391424179	0.342306852340698	1.17814528942108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	555	842	1481	1395	1140	843	639	633	797	787	510	626.666666666667	1338.66666666667	705	698	331.37	307.360416666667
650	1.56900809942	434	33.37	33.93	33.56	34.0321006774902	23.7331008911132	9.17	22.79	8.99	5.98169136047363	1.4162391424179	0.342306852340698	1.17814528942108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	566	859	1424	1365	1186	908	711	678	844	824	530	635	1325	765.666666666667	732.666666666667	331.37	315.572916666667
651	1.50768318523	155	33.1	33.84	33.39	34.0321006774902	23.7331008911132	8.89	22.7	8.75	5.98169136047363	1.4162391424179	0.342306852340698	1.17814528942108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	583	875	1274	1340	1246	998	816	739	888	885	548	655	1286.66666666667	851	773.666666666667	331.37	325.427916666667
652	3.69965093201	3490	32.91	33.18	32.69	33.4732017517089	19.277099609375	5.38	17.75	6.24	6.39513397216796	1.01583349704742	0.349939078092575	1.49398136138916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	446	601	857	1209	1050	915	712	682	609	574	305	443.333333333333	1038.66666666667	769.666666666667	496	300.91	250.724583333333
653	3.38783205746	3938	32.91	33.19	33.48	33.2769012451171	19.1390991210937	4.92	17.53	5.37	6.49391603469848	0.951097071170806	0.331993132829666	1.39330923557281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	348	495	851	1068	1010	892	769	747	634	540	319	371	976.333333333333	802.666666666667	497.666666666667	296.2	241.599583333333
654	2.17468566769	1363	31.97	32.45	32.02	32.6203994750976	17.1103000640869	1.69	15.52	1.36	6.79012155532836	0.947679102420806	0.382225006818771	1.49054050445556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	284	434	809	720	840	999	892	850	710	490	284	327	789.666666666667	913.666666666667	494.666666666667	271.29	230.40625
655	2.27419521213	2402	32.04	32.48	32.18	32.6888008117675	17.3712997436523	2.31	15.39	1.96	6.79012155532836	0.947679102420806	0.382225006818771	1.49054050445556	0	0	0.106241382402	0.106241382402	0	0	0	0	0	0	0	0	0.017706897067	0	239	313	449	868	761	853	1017	871	826	714	468	298	333.666666666667	827.333333333333	904.666666666667	493.333333333333	282.33	233.50875
656	1.43252887342	370	31.58	32.34	31.62	32.2498016357421	16.2581005096435	0.68	14.47	0.58	7.15696001052856	0.976556003093719	0.429411143064499	1.68576967716217	0	0.268137948266	0.498758644893	0.230620696627	0	0	0	0	0	0	0	0	0.0831264408155	0.02	179	202	269	779	599	698	1015	1012	1026	708	466	245	216.666666666667	692	1017.66666666667	473	278.83	218.939166666667
657	2.13775926765	3955	31.69	33.0694	31.87	33.0033988952636	19.0137996673583	5.36	17.79	5.08	6.36387777328491	1.24462521076202	0.404420614242554	1.85081493854522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	323	590	832	1005	1033	938	729	732	664	576	307	406	956.666666666667	799.666666666667	515.666666666667	283.47	244.3675
658	2.42750884188	3625	31.43	33.0781	31.86	33.0610008239746	18.9862003326416	5.27	17.68	5.36	6.36387777328491	1.24462521076202	0.404420614242554	1.85081493854522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	356	589	835	1033	1060	929	736	712	642	548	300	415	976	792.333333333333	496.666666666667	304.04	244.55
659	1.4917786817	4251	31.71	33.7637	32.25	33.513500213623	21.0431995391845	8.2	19.36	7.99	6.06567049026489	1.4659925699234	0.377657443284988	2.09320569038391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	401	626	895	1265	1155	868	698	584	596	535	361	447.333333333333	1105	716.666666666667	497.333333333333	279.42	252.427916666667
660	0.805383542225	2240	31.44	32.1	31.64	32.7322998046875	18.9339008331298	3.2	16.33	2.85	6.48100900650024	1.31386661529541	0.444566398859024	2.25652694702148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	351	586	892	916	1031	1022	893	811	712	575	326	425.666666666667	946.333333333333	908.666666666667	537.666666666667	295.33	257.172916666667
661	0.515556182862	915	31.36	31.87	31.57	32.4939994812011	18.3988990783691	2.69	15.73	2.33	6.48100900650024	1.31386661529541	0.444566398859024	2.25652694702148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	336	539	801	817	1037	1114	976	910	776	587	362	391.333333333333	885	1000	575	295.33	260.184166666667
662	1.75559519858	113	31.61	32.33	31.73	32.2616996765136	18.6980991363525	3.57	16.89	3.25	6.90653848648071	1.03453767299652	0.472117066383362	2.42116951942443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	431	660	665	834	1020	1115	1073	961	790	560	344	483.333333333333	839.666666666667	1049.66666666667	564.666666666667	288.15	268.031666666667
663	1.38573787889	76	31.52	32.24	31.66	31.9265995025634	18.247200012207	3.08	16.48	2.79	6.68027067184448	1.10406696796417	0.453758955001831	2.43816828727722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	426	605	562	714	870	1106	1140	1020	802	630	343	473	715.333333333333	1088.66666666667	591.666666666667	295.729166666667	261.765833333333
664	1.25522870815	149	31.16	31.78	31.23	31.6305999755859	17.4964008331298	2.09	15.92	2.4	7.08091402053833	1.2471467256546	0.488058835268021	2.44690537452697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	347	508	700	749	1009	1298	1291	1144	914	579	379	396	819.333333333333	1244.33333333333	624	280.235833333333	281.384583333333
665	1.914727708	851	31.91	32.44	31.94	32.6128997802734	19.1315994262695	4.04	16.98	3.74	6.26235246658325	1.33702147006988	0.382753163576126	2.26153779029846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	417	662	717	920	1097	1099	1008	873	749	613	379	475.666666666667	911.333333333333	993.333333333333	580.333333333333	290.19	270.160833333333
666	1.96498917664	602	31.86	32.44	31.91	32.5652999877929	19.0874004364013	3.99	16.91	3.65	6.26235246658325	1.33702147006988	0.382753163576126	2.26153779029846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	428	683	683	863	1088	1130	1059	922	794	581	356	484.666666666667	878	1037	577	290.19	271.620833333333
667	1.93195174592	1676	32.24	32.64	32.23	32.8381996154785	19.5881996154785	5.07	17.94	4.78	6.26235246658325	1.33702147006988	0.382753163576126	2.26153779029846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	420	695	789	1005	1046	988	924	815	705	634	368	503.333333333333	946.666666666667	909	569	290.19	267.18
668	2.46535368869	2675	31.58	32.95	33.71	33.0646018981933	20.266300201416	6.16	18.81	6.37	6.41154479980468	1.38001596927642	0.392870157957077	2.29315948486328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	428	641	858	1201	1147	965	794	752	718	606	388	482	1068.66666666667	837	570.666666666667	285.3	269.947916666667
669	0.786348844968	233	30.98	31.89	31.16	31.5065002441406	17.7929000854492	1.52	15.8	1.71	6.90653848648071	1.03453767299652	0.472117066383362	2.42116951942443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	341	485	702	683	926	1202	1297	1173	968	665	395	378.333333333333	770.333333333333	1224	676	288.71	278.190833333333
670	0.231980005242	134	29.66	31.01	30.02	30.9908008575439	17.4505996704101	0.54	15.44	0.47	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.1977069049	8.42575872355	3.72029315192	0.548241368656	0.228431027511	0	0	0	0	0	0	1.72413793103	1.32038075896	0	334	303	491	764	710	1051	1480	2003	1791	1262	609	362	376	841.666666666667	1758	744.333333333333	316.56	339.45
671	0.171378031321	135	29.71	30.99	29.94	30.9908008575439	17.4505996704101	0.49	15.55	0.39	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.1977069049	8.42575872355	3.72029315192	0.548241368656	0.228431027511	0	0	0	0	0	0	1.72413793103	1.32038075896	0.04	334	303	491	764	710	1051	1480	2003	1791	1262	609	362	376	841.666666666667	1758	744.333333333333	316.56	339.45
672	0.157809380555	127	29.7	30.99	29.91	30.9908008575439	17.4505996704101	0.47	15.61	0.39	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.97303448052	11.5150690079	7.86691377903	2.60915514518	0.163896544226	0	0	0	0	0	0	2.51724137931	2.22044252801	0.04	337	284	560	843	867	1192	1676	2215	2133	1385	696	415	393.666666666667	967.333333333333	2008	832	316.56	383.34125
673	0.126104086725	95	29.69	30.98	29.88	30.9908008575439	17.4505996704101	0.39	15.66	0.32	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.97303448052	11.5150690079	7.86691377903	2.60915514518	0.163896544226	0	0	0	0	0	0	2.51724137931	2.22044252801	0.04	337	284	560	843	867	1192	1676	2215	2133	1385	696	415	393.666666666667	967.333333333333	2008	832	316.56	383.34125
674	0.111962259595	78	29.69	30.97	29.86	30.9908008575439	17.4505996704101	0.37	15.68	0.29	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.97303448052	11.5150690079	7.86691377903	2.60915514518	0.163896544226	0	0	0	0	0	0	2.51724137931	2.22044252801	0.04	337	284	560	843	867	1192	1676	2215	2133	1385	696	415	393.666666666667	967.333333333333	2008	832	316.56	383.34125
675	0.0829566363873	77	29.68	30.98	29.84	30.9908008575439	17.4505996704101	0.39	15.73	0.28	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.97303448052	11.5150690079	7.86691377903	2.60915514518	0.163896544226	0	0	0	0	0	0	2.51724137931	2.22044252801	0.04	337	284	560	843	867	1192	1676	2215	2133	1385	696	415	393.666666666667	967.333333333333	2008	832	316.56	383.34125
676	0.0836789181522	50	29.68	30.98	29.84	30.9908008575439	17.4505996704101	0.37	15.73	0.27	6.95532989501953	1.04793274402618	0.518821060657501	2.59130787849426	1.97303448052	11.5150690079	7.86691377903	2.60915514518	0.163896544226	0	0	0	0	0	0	2.51724137931	2.22044252801	0.04	337	284	560	843	867	1192	1676	2215	2133	1385	696	415	393.666666666667	967.333333333333	2008	832	316.56	383.34125
677	1.09686359877	171	31.04	31.74	31.11	31.5736999511718	17.5807991027832	1.78	15.86	2.11	7.08091402053833	1.2471467256546	0.488058835268021	2.44690537452697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	337	487	760	800	973	1279	1287	1148	969	540	356	382.666666666667	844.333333333333	1238	621.666666666667	291.82	281.658333333333
682	1.14313645234	331	31.27	32.75	31.47	32.6904983520507	12.3450002670288	-0.72	9.64	-0.92	7.84423065185546	2.1190755367279	0.462887048721313	2.13572359085083	6.47143104159	41.1007240147	47.8326207687	21.5146379635	4.4573104546	0.735448286451	0	0	0	0	0	0.434034511961	10.2121839201	1.22	91	111	170	449	573	557	754	919	799	599	279	207	124	526.333333333333	824	361.666666666667	194.38	167.535
683	1.23503251335	330	31.37	32.75	31.55	32.6904983520507	12.3450002670288	-0.77	9.49	-0.95	7.84423065185546	2.1190755367279	0.462887048721313	2.13572359085083	6.28856898998	37.5594830513	45.3408965736	19.0962585827	3.76677587937	0.638637937348	0	0	0	0	0	0.418517244273	9.42576152155	1.22	89	113	168	475	580	549	751	910	789	597	280	218	123.333333333333	534.666666666667	816.666666666667	365	194.38	167.869583333333
685	5.15730920242	1187	32.18	33.29	32.35	33.2650985717773	15.8088998794555	2.47	13.05	1.43	6.84103727340698	1.08120834827423	0.332440584897995	1.78781855106353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	282	434	833	843	738	863	910	918	851	606	322	321.333333333333	804.666666666667	897	593	319.38	238.71
686	0.996168923334	447.024993896484	32.3	33.0362	32.29	32.9644012451171	2.02019000053405	-1.78441	1.92	-1.73241	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	98.0799828891	97.7691034777	98.090586169	96.7718104658	75.4187070255	29.2342413541	12.7921379517	4.93212066848	7.46213792932	51.7963103919	92.0461896699	95.797654974	63.3492485805	7.64	0	0	17	149	925	1184	960	762	464	0	0	0	5.66666666666667	752.666666666667	728.666666666667	0	111.32	135.68875
687	1.07787965251	443.553985595703	32.26	33.0362	32.25	32.9644012451171	2.02019000053405	-1.78441	1.96	-1.73241	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	98.0799828891	97.7691034777	98.090586169	96.7718104658	75.4187070255	29.2342413541	12.7921379517	4.93212066848	7.46213792932	51.7963103919	92.0461896699	95.797654974	63.3492485805	7.64	0	0	17	149	860	1177	971	763	465	0	0	0	5.66666666666667	728.666666666667	733	0	111.32	133.894166666667
688	0.415384352135	358.579986572265	32.05	31.6142	31.91	32.0509986877441	2.35429000854492	-1.23221	1.85	-1.20811	7.90821266174316	3.08103203773498	0.779698848724365	5.06354475021362	98.2437415287	98.8838965317	98.1581036798	96.4484138489	81.3488273621	39.4543275504	16.6976378046	10.8057932771	19.1184310584	71.7748278914	95.2500169688	97.2858104048	68.6224856589	8.28	0	0	16	53	143	580	923	564	326	0	0	0	5.33333333333333	258.666666666667	604.333333333333	0	117.91	79.2354166666667
689	1.3704364488	473.957000732421	32.23	32.6483	31.95	32.5918006896972	1.51250994205474	-1.72941	1.43	-1.66771	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	97.4343790515	96.9786207265	97.7862932929	95.500672176	71.7013445558	28.3416378416	15.8987070117	8.5638792597	17.0539480653	59.8401895063	91.883741313	95.5974482832	64.715071757	7.78	0	0	25	66	651	1128	1119	728	539	0	0	0	8.33333333333333	615	795.333333333333	0	121.6	129.453333333333
690	1.42487694461	472.81298828125	31.7723	32.6483	32.03	32.5918006896972	1.51250994205474	-1.72941	1.52	-1.66771	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	97.4343790515	96.9786207265	97.7862932929	95.500672176	71.7013445558	28.3416378416	15.8987070117	8.5638792597	17.0539480653	59.8401895063	91.883741313	95.5974482832	64.715071757	7.78	0	0	25	66	701	1183	1120	733	536	0	0	0	8.33333333333333	650	796.333333333333	0	121.6	132.738333333333
691	0.277387449263	542.681030273437	32.12	33.2015	32.11	32.9594001770019	1.54330003261566	-1.81941	1.96	-1.71621	8.1441421508789	3.28015995025634	0.773823082447052	6.89141035079956	97.3739312271	96.2193620616	97.1623965296	94.796930905	73.4822244644	45.557689601	27.8495516613	15.219844851	14.7499827023	48.3644828961	89.4458793114	94.7764999127	66.2498980103	7.72	0	0	24	83	628	1030	1007	838	511	0	0	0	8	580.333333333333	785.333333333333	0	103.29	125.347083333333
692	0.793287127057	587.872985839843	31.99	33.4973	31.93	33.3484001159667	1.98389995098114	-1.83191	2.06	-1.78611	7.92494058609008	2.76064658164978	0.696718752384185	7.03761911392211	98.4746033241	97.7330172309	97.9790690192	96.8299139615	81.1735694491	46.6220000037	18.9933448578	3.42131037548	4.39631030477	43.7839483557	90.5625856991	95.6893794619	64.6382543369	7.72	0	0	24	103	1096	888	875	752	432	0	0	0	8	695.666666666667	686.333333333333	0	86.55	126.8375
693	0.353225994515	664.284973144531	32.24	33.015	32.14	32.76070022583	1.2855999469757	-1.8089	1.92	-1.68131	8.44758319854736	3.98709106445312	0.821273148059844	7.51950883865356	97.3739312271	96.2193620616	97.1623965296	94.796930905	73.4822244644	45.557689601	27.8495516613	15.219844851	14.7499827023	48.3644828961	89.4458793114	94.7764999127	66.2498980103	7.72	0	0	24	83	615	1045	1053	872	523	0	0	0	8	581	816	0	103.29	128.20625
694	0.797673992359	285.989013671875	31.52	31.7659	31.53	32.163101196289	1.27910995483398	-1.54661	0.76	-1.5527	8.67188358306884	4.60812377929687	0.944374978542327	8.05494976043701	98.9794481212	98.6447585533	97.9880002778	96.3319482474	82.6570693049	57.1157760291	38.6262758929	28.2893275557	37.5729138687	79.6877066514	95.5955862506	97.6923447971	75.7650962958	8.28	0	0	21	71	243	862	882	592	400	0	0	0	7	392	624.666666666667	0	119.29	93.4095833333333
695	0.497156511504	643.598022460937	31.85	32.0303	31.84	31.8099994659423	0.458209991455078	-1.56341	0.75	-1.50461	8.59723186492919	4.34349012374877	0.901005744934082	8.3355016708374	95.7325343428	94.8302585996	94.1818447771	90.2110686467	64.3712073359	40.6402928418	33.6470000991	30.0923622477	38.5731207091	73.7417069797	90.6437068808	94.3292242905	70.0828606459	7.78	0	0	25	79	392	722	1344	700	500	0	0	0	8.33333333333333	397.666666666667	848	0	134.73	114.4275
696	2.03480417929	399.067993164062	32.4955	32.531	32.74	32.7448997497558	3.26411008834838	-1.54171	3.05	-1.60461	7.89695024490356	3.06027960777282	0.786282479763031	6.49753141403198	99.0091725053	99.4835344512	98.9890518188	97.5982239822	88.0247759326	40.9507588354	11.0939136127	1.7717241501	5.17184480305	57.305448269	95.7861382057	97.5355516631	66.0600115191	8.12	0	0	25	36	562	1075	897	681	424	0	0	0	8.33333333333333	557.666666666667	667.333333333333	0	94.11	112.541666666667
697	1.03596133275	542.849975585937	32.04	33.3564	32.15	33.3209991455078	2.45689010620117	-1.82821	1.74	-1.8262	7.7150559425354	2.72506499290466	0.659639000892639	4.8068504333496	99.0872239738	99.3535691623	99.1884484127	98.7231030957	94.2615343949	64.9891548157	22.759051734	3.43539657264	2.18270694798	41.7353102832	92.6093276451	97.6895859817	68.001201085	8.34	0	0	24	100	653	1011	932	656	380	0	0	0	8	588	656	0	92.12	114.245
698	3.12361647706	3796	35.65	35.79	35.64	35.6082000732421	18.3143005371093	12.04	18.05	11.98	5.80042314529418	2.7436773777008	0.20180045068264	1.18570578098297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	280	474	1501	1283	1288	853	747	675	560	367	272	331	1357.33333333333	758.333333333333	399.666666666667	253.26	259.727916666667
699	1.61103977982	2118	35.31	35.36	35.32	35.4550018310546	14.1673002243041	9.61	13.53	9.58	6.1821231842041	6.5969123840332	0.497111201286316	2.69301390647888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	274	630	1308	1522	1430	1411	921	431	258	0	149.333333333333	1153.33333333333	1254	229.666666666667	334.65	254.252916666667
701	3.08676888111	2400	35.1541	35.1982	35.12	35.2126007080078	12.2850999832153	8.15	11.38	8.24	6.4032654762268	9.01163482666015	0.642647325992584	4.35140657424926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	233	414	947	1293	1347	1278	688	373	0	0	125.333333333333	884.666666666667	1104.33333333333	124.333333333333	204.76	204.278333333333
703	3.76409513245	4147	32.81	33.19	33.09	33.4653015136718	19.3754005432128	5.62	17.79	6.04	6.39513397216796	1.01583349704742	0.349939078092575	1.49398136138916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	390	515	879	1146	1063	884	713	679	611	594	338	396.666666666667	1029.33333333333	758.666666666667	514.333333333333	296.2	246.28375
704	2.17566517699	1370	31.97	32.45	32.01	32.6203994750976	17.1103000640869	1.79	15.41	1.38	6.79012155532836	0.947679102420806	0.382225006818771	1.49054050445556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	290	437	794	726	844	986	884	838	734	457	295	329.333333333333	788	902.666666666667	495.333333333333	271.29	229.524166666667
705	1.57398563948	283.2080078125	32.3781	32.4462	32.58	32.6096992492675	2.74059009552001	-1.49121	2.39	-1.50911	7.89695024490356	3.06027960777282	0.786282479763031	6.49753141403198	99.0087757768	99.2446379826	98.6478618753	97.2506725706	84.4374655362	33.1204137802	12.2375689786	4.10810348905	7.70506900754	65.4688620403	95.4087759873	97.449155084	66.1739468424	8.12	0	0	25	53	910	1016	935	731	429	0	0	0	8.33333333333333	659.666666666667	698.333333333333	0	114.75	124.677916666667
706	0.647128237609	566.135986328125	32.4	31.8317	32.49	32.412799835205	3.09050989151	-0.885	2.27	-1.19561	7.92645263671875	3.103924036026	0.780409038066864	4.55586290359497	99.3123793766	99.2258277104	98.4818966306	96.1340171551	83.2813620074	38.5254824901	12.8559481275	5.19451716028	8.11018967628	67.0715694427	97.1738794261	98.4216207307	66.9823908278	8.1	0	0	16	27	384	330	1011	679	407	0	0	0	5.33333333333333	247	699	0	115.01	86.8091666666667
707	1.48477821313	436.019012451171	32.6	32.9358	32.46	32.9185981750488	2.32910990715026	-1.74911	2.13	-1.73241	8.26500797271728	3.56460499763488	0.830491244792938	7.30581617355346	98.1799826786	98.1952931634	98.2905689108	96.9842068902	76.3808449055	28.3143793303	12.6728275644	5.81503449637	8.91329301637	57.2979828407	92.9262930771	96.2936034367	64.1886925259	7.64	0	0	17	153	829	1157	937	770	439	0	0	0	5.66666666666667	713	715.333333333333	0	113.91	130.8525
